video_id,category,title,publishedAt,viewCount,likeCount,commentCount,durationMinutes,durationSeconds
_r6WL8WHwhU,recommendation,7 MUST HAVE FALL NICHE PERFUMES,2022-08-20T11:45:03Z,7456.0,302.0,12.0,9,55
zMP8XYb9Mzk,recommendation,THE ONLY 5 PERFUMES YOU NEED,2022-08-13T11:15:03Z,13252.0,437.0,21.0,8,1
zSqLksr_nKA,recommendation,"8 Perfumes That Make Me Excited For FALL | Warm, cozy perfumes",2022-08-08T11:00:38Z,6712.0,304.0,17.0,13,12
pHzlMXLDvWQ,informative,YSL LIBRE EDT vs EDP vs INTENSE | WATCH BEFORE YOU BUY,2022-08-06T11:00:26Z,64954.0,923.0,69.0,8,1
OOvHMgRZQA0,recommendation,THE BEST 14 ZARA PERFUMES full stop,2022-08-01T17:08:53Z,58714.0,1079.0,53.0,18,36
SeecDy3MjpQ,recommendation,8 Most ICONIC PERFUMES Of All Time & their stories,2022-07-29T12:55:37Z,5229.0,228.0,28.0,13,23
FjZYsNHmQZ0,recommendation,7 Criminally Underrated Perfumes That are 5 ⭐,2022-07-23T11:32:11Z,4232.0,198.0,17.0,9,54
IYktvxxBaMo,recommendation,6 MOST UNIQUE Summer 🌞 Perfumes,2022-07-16T13:40:27Z,5911.0,209.0,15.0,10,49
8PXhVHuhrBI,recommendation,Top 10 MOST COMPLIMENTED PERFUMES According To TIKTOK,2022-07-12T12:47:56Z,20791.0,534.0,27.0,8,53
ceZxP_Ae8H8,recommendation,BYREDO Fragrances That Are Worth Your Money *Ranked By Me,2022-07-05T14:44:11Z,52396.0,885.0,70.0,12,15
paNioCLG-Dc,recommendation,7 PERFUMES that MEN GO CRAZY FOR,2022-07-03T12:00:24Z,119867.0,2180.0,100.0,8,1
0dKXgRk9lPE,informative,BDK Gris Charnel Extrait De Parfum VS Eau De Parfum | Watch Before You Buy,2022-07-01T11:40:30Z,30577.0,686.0,48.0,9,30
Xhcj8zMMhpg,review,man reacts to 20 MEN KILLER PERFUMES in 2 minutes!,2022-06-28T12:50:08Z,219506.0,4232.0,115.0,2,24
3-KxmPfr-zQ,recommendation,MOST WORN PERFUMES this year so far (these are the best),2022-06-22T10:48:41Z,3949.0,186.0,8.0,12,54
-hO-3vpH6bc,informative,ESCENTRIC MOLECULES Fragrance Line | BUYING GUIDE,2022-06-20T12:30:26Z,37596.0,1016.0,38.0,10,53
wdwqESYcFLY,review,Versace Dylan Blue For Her Review | Is it worth it in 2022?,2022-06-17T14:19:28Z,21939.0,316.0,22.0,7,39
b73qGHE9yFc,review,SOLEIL BLANC EAU DE PARFUM Tom Ford | is it worth the hype?,2022-06-14T12:32:54Z,40704.0,550.0,56.0,8,36
bDz8q45FDaw,fun,STORYTIME | How And Why I Ended Up With 2 Chanel White Classic Flap Bags,2022-06-04T12:00:19Z,8890.0,87.0,17.0,13,38
a6ONB2YUTg0,recommendation,The Best Dior Fragrances For Women,2022-06-02T12:49:33Z,29818.0,504.0,31.0,12,45
9UEU2yb76lY,review,"My Husband BLIND GUESSES PERFUME Prices | ARMANI, ZARA, ZADIG & VOLTAIRE",2022-05-30T13:23:10Z,7692.0,277.0,25.0,13,28
3cK61aHr3fo,recommendation,7 Things I Wish I Bought Much Sooner *buy them now,2022-05-28T11:15:00Z,3573.0,157.0,23.0,13,41
6vVVPYh_b_Y,recommendation,CONFIDENCE Boosting PERFUMES For Women *project confidence with these,2022-05-25T13:29:19Z,4320.0,199.0,24.0,12,28
bIVu3-M8wKE,informative,BDK Parfums | Fragrance Buing Guide,2022-05-19T11:30:13Z,37810.0,982.0,68.0,19,8
aqiIiatn5mA,recommendation,8 Fragrances I'll Be Wearing This Week | FRAGRANCE DIARIES,2022-05-16T13:30:02Z,1966.0,124.0,10.0,11,53
Fg_pPQ5YHmo,review,Oud Satin Mood Eau De Parfum vs Extrait  MFK fragrance review,2022-05-14T11:30:06Z,50130.0,766.0,121.0,10,57
3mKRgXva6Ts,fun,"VLOG | go to an event with me, fragrance haul, shopping for a new Balenciaga bag",2022-05-12T12:30:00Z,1739.0,85.0,15.0,17,15
ZAyvwpg-6ig,recommendation,7 Perfect EVERYDAY Fragrances For Women | super versatile,2022-05-09T11:30:07Z,6093.0,230.0,16.0,11,51
zDY71UFrItA,recommendation,6 Fragrances Social Media Made Me Buy | ANY REGRETS?,2022-05-07T11:00:29Z,2499.0,149.0,22.0,6,17
MHG2kqXbPtI,review,MON GUERLAIN Eau De Parfum Review,2022-05-05T13:12:46Z,12873.0,270.0,13.0,8,3
gidZRJFlxjU,fashion,Hermes Unboxing 🍊| new shoes,2022-05-03T13:19:03Z,1922.0,47.0,9.0,9,8
F_Vad2NyXr4,review,"My HUSBAND Rates My Favourite Perfumes | Creed, MFK, Mugler, Atelier Materi",2022-05-01T11:15:01Z,6010.0,263.0,20.0,16,47
hFzeIr3Y_2Q,fashion,CHANEL UNBOXING | can't believe I found it!,2022-04-29T13:06:51Z,2748.0,69.0,18.0,6,20
ynXecQ533Co,recommendation,11 FRESH & CLEAN Perfumes For Women,2022-04-27T12:15:05Z,5265.0,205.0,13.0,14,38
3_48WIRKRxE,fashion,DO I REGRET GETTING A CHANEL LAMBSKIN CLASSIC FLAP BAG?,2022-04-25T13:14:22Z,27309.0,294.0,36.0,9,23
-aheAExGfC0,recommendation,my 9 MOST COMPLIMENTED Perfumes of ALL TIME,2022-04-23T10:45:00Z,18144.0,480.0,19.0,18,48
_fR_sUck5Yw,recommendation,8 SMELL RICH & UNBOTHERED Perfumes For Women,2022-04-21T11:23:47Z,10900.0,329.0,13.0,16,41
ytUmHJbp3DU,recommendation,KEEP ONLY 5 PERFUMES FOR LIFE,2022-04-19T12:17:15Z,8659.0,277.0,26.0,10,11
RRdXkmCiDDo,recommendation,6 Affordable SIGNATURE WORTHY Perfumes,2022-04-16T12:45:01Z,3212.0,156.0,22.0,9,38
YfhXFLnX2-s,recommendation,8 Fragrances For Men That I Wear Myself Anyway | THESE ARE SOOO GOOD,2022-04-14T14:10:26Z,1632.0,95.0,13.0,12,35
5GSOUR19Ggk,recommendation,Top Spring Fragrances For Women 2022,2022-04-11T16:22:30Z,5714.0,241.0,11.0,15,9
idqKr152NFc,recommendation,Celebrity Perfumes That Are Actually Good!,2022-04-09T13:07:53Z,2894.0,121.0,14.0,9,2
BAFzIx7oOME,recommendation,My Cute Miniature Fragrance Collection | Niche and Designer,2022-04-02T12:30:04Z,7047.0,171.0,9.0,14,31
wWl12iZU9F0,recommendation,other than DELINA | BEST OF Parfums de Marly fragrances,2022-03-31T14:53:03Z,5219.0,160.0,13.0,9,9
LyPG_9cGtic,recommendation,worth the hype? GYPSY WATER BYREDO + alternative fragrances,2022-03-29T13:29:38Z,46500.0,560.0,79.0,9,10
yXG1CRXSqgc,recommendation,9 absolutely STUNNING PERFUMES | pretty florals,2022-03-27T12:00:22Z,8529.0,314.0,25.0,16,40
y_woaAocH6g,review,YSL Black Opium Illicit Green Review,2022-03-24T12:30:17Z,5942.0,140.0,9.0,4,41
ZkksrgLFl-Q,review,"MY HUSBAND RATES SEXIEST WOMEN'S PERFUMES | hypnotic poison, la vie est belle, mon Guerlain",2022-03-22T12:20:28Z,15052.0,346.0,24.0,14,12
FjC58eF8i4Q,fashion,HERMÈS CHYPRE SANDALS unboxing & sizing tips 🍊,2022-03-17T14:37:58Z,9708.0,81.0,9.0,7,10
nRIPVfcYiFU,informative,REPLICA Maison Margiela Fragrance Line | BUYING GUIDE,2022-03-15T15:00:21Z,119948.0,2226.0,112.0,15,23
w9xfiUtQdo4,fun,Declutter My Fragrance Collection With Me | getting rid of 40+ fragrances,2022-03-12T12:30:30Z,6650.0,238.0,17.0,19,42
nTslPG4WV3c,recommendation,Don't Buy These Popular Fragrances For Women ❌ Buy Those Instead,2022-03-08T15:47:50Z,3796.0,180.0,14.0,11,0
dEYW5GRv-ns,recommendation,Top 10 Niche Fragrances For Women,2022-03-05T13:04:25Z,37980.0,877.0,41.0,13,18
qsLy1ZU-rvg,informative,9 BEST CHANEL PERFUMES OF ALL TIME | buying guide,2022-03-01T14:34:21Z,81738.0,1804.0,90.0,15,38
DAY36nv6pjU,fashion,"FASHION SPRING HAUL from NET-A-PORTER | Toteme, Manolo Blahnik",2022-02-26T13:06:57Z,4500.0,93.0,11.0,12,8
q2-fDbcRhtk,recommendation,"February BEAUTY Favourites | Gisou, Byredo, Armani",2022-02-24T13:46:56Z,1396.0,82.0,8.0,10,59
huqPvue1_Ro,recommendation,9 MUST HAVE NICHE PERFUMES For Spring/Summer,2022-02-23T12:46:38Z,19037.0,465.0,48.0,11,53
A-X96OfP-M0,review,I NEED TO STOP... MASSIVE LUXURY FRAGRANCE HAUL,2022-02-18T13:27:33Z,3733.0,155.0,18.0,22,21
Vq1WzTy_n9k,recommendation,10/10 Perfumes For Women | best perfumes in my collection,2022-02-15T15:00:31Z,8289.0,286.0,22.0,13,48
T9ENySlRCZ0,recommendation,My Luxury Wish List 2022,2022-02-13T12:00:11Z,1577.0,74.0,16.0,10,37
_5Je_F2Qg3M,recommendation,Top 10 VALENTINE'S DAY Perfumes | smell delicious and unique,2022-02-10T12:26:08Z,10982.0,281.0,24.0,12,13
PBkGNsGlx44,recommendation,"Keep ONLY 1 Fragrance For Life From EACH DESIGNER House | CHANEL, ARMANI, GUERLAIN, DIOR",2022-02-07T12:38:27Z,2686.0,147.0,16.0,7,15
GxOFzaQASdM,fun,What's In My Bag 2022 | everyday essentials,2022-02-05T12:30:10Z,12120.0,252.0,10.0,9,10
oWT_p2H47FI,review,"FIRST FRAGRANCE HAUL 2022 | NISHANE, MEMOIZE LONDON, PERRIS MONTECARLO samples",2022-02-03T13:15:00Z,6073.0,144.0,23.0,13,34
AMTbQFUvUjc,recommendation,6 Fragrances I'm Obsessed With ATM | I am wearing these all the time,2022-02-01T16:45:00Z,2337.0,107.0,10.0,10,37
hqe3Jd8kL0o,fashion,"How To Get A Chanel Classic Flap in 2022 | tricks and tips, new quota bag system",2022-01-29T11:00:34Z,25901.0,290.0,51.0,13,22
vNC3Jey9OO4,fashion,5 absolute BEST MUGLER Perfumes...other than ALIEN,2022-01-27T18:05:03Z,5520.0,133.0,19.0,8,45
LpNvkbv1Wu4,fashion,10 Sexiest Perfumes For Women | fragrances that make me feel confident & sexy,2022-01-22T14:00:17Z,6834.0,241.0,15.0,14,18
e1W9G47HcRk,fashion,BEST MAKEUP PRODUCTS | Minimalist Basics,2022-01-17T14:55:21Z,1749.0,99.0,16.0,20,10
OjMyfzXfTAs,recommendation,my luxury perfume WISHLIST 2022,2022-01-10T14:01:59Z,1665.0,88.0,20.0,13,28
WSwI226jVKM,review,Gucci Bloom Perfume Review,2022-01-06T15:43:25Z,15865.0,208.0,18.0,6,50
6Uh5UhPoBmY,review,VERSACE CRYSTAL NOIR perfume review,2021-12-21T16:11:25Z,57757.0,768.0,67.0,6,15
EEQ1pNdRDMs,fashion,my first Chanel bag | UNBOXING & SHOPPING IN HARRODS,2021-12-18T14:03:44Z,18822.0,311.0,30.0,16,53
SMVEgtMgc7o,recommendation,Top SEXIEST popular perfumes rated by A MAN | are these any good?,2021-12-17T19:04:35Z,32944.0,802.0,41.0,15,41
xkFFknqnxsw,recommendation,Best And Worst Purchases Of 2021,2021-12-15T12:30:24Z,889.0,45.0,6.0,14,57
kRwC3NCtiPQ,review,Chanel Coco Noir Eau De Parfum Review,2021-12-10T12:30:09Z,2871.0,111.0,9.0,10,22
odQPkRDbWAI,recommendation,6 Man Killer Perfumes,2021-12-09T12:15:04Z,4897.0,191.0,13.0,14,18
pg6DNsZ6lAM,recommendation,fragrances I packed on a 3 day trip.... *obsessed with these*,2021-12-08T12:00:26Z,958.0,49.0,8.0,5,35
2tZJBuLxS50,fun,MY APARTMENT TOUR HELSINKI Finland,2021-11-30T18:48:09Z,14900.0,333.0,38.0,11,13
PD2vgOX5Il0,recommendation,perfumes to keep you cozy this winter,2021-11-26T17:15:54Z,1755.0,93.0,10.0,15,47
HzexE5Aof9U,recommendation,BEST DUPES FOR BACCARAT ROUGE 540 FRAGRANCE | similar perfumes you might love,2021-11-15T16:00:05Z,7094.0,137.0,17.0,16,0
DUtl71oT0MI,review,Chanel Coco Mademoiselle Eau De Parfum Intense Review,2021-11-12T15:30:01Z,84096.0,5553.0,91.0,5,26
bvc58-XM0-o,fun,'Panthère de Cartier' Watch Review | pros & cons | new vs secondhand,2021-11-10T15:49:42Z,79762.0,868.0,69.0,16,39
OUtLyQ2DH_A,recommendation,Top 5 LONG-LASTING 🍂  Fall Perfumes For Women,2021-11-08T16:00:41Z,2474.0,122.0,13.0,11,5
506CJwgJ02c,recommendation,5 SEXY PERFUMES for women **RATED BY MEN**,2021-11-04T18:52:56Z,108382.0,1751.0,95.0,11,30
m0T9MWQrit4,review,ORIANA Parfum De Marly Review **watch before you buy**,2021-10-29T14:15:05Z,7580.0,197.0,15.0,6,22
_P-gDQ5xAQI,recommendation,ONLY 3 FRAGRANCES FOR LIFE,2021-10-28T15:33:14Z,2301.0,99.0,8.0,5,15
uGspA5HkK3M,review,"BIG FRAGRANCE HAUL 🛍 Dior, Initio, Guerlain, YSL",2021-10-22T16:51:13Z,1237.0,89.0,6.0,9,54
7RWDRRjTsYU,fun,"COSY AUTUMN DAY IN THE LIFE 🍁 | pumpkin picking, decorating the house for fall",2021-10-19T15:45:01Z,1030.0,48.0,12.0,11,59
lWj9WoUFu9A,recommendation,TOP 10 Fragrances For Women,2021-10-14T13:25:21Z,2091.0,132.0,12.0,17,7
4z67y3EY92M,fun,that was a complete fail...,2021-10-12T14:43:49Z,925.0,52.0,11.0,12,39
IwgGU5NWDUc,fun,12 TRAVEL ✈️ Fragrances We Took To Norway | FOR MEN AND WOMEN,2021-10-08T15:07:40Z,3177.0,123.0,13.0,11,19
6BdWcCzyDS8,fun,DAILY VLOG 🇳🇴 shopping Scandinavian fashion // car accident // future plans,2021-09-24T15:51:27Z,3416.0,105.0,17.0,16,13
21yQxyTCH2k,recommendation,TOP 7 TOOTHACHE INDUCING Seductive Perfumes,2021-03-02T17:16:01Z,2807.0,109.0,13.0,12,13
YHAZB6MUjSs,recommendation,6 NEW Roja Parfums ESSENCE DE PARFUM Fragrances For Women,2021-02-23T18:13:38Z,11193.0,301.0,37.0,15,14
5nFZhOXHgdY,recommendation,other than Baccarat Rouge 540 | BEST OF Maison Francis Kurkdjian fragrances,2021-02-17T19:15:01Z,40355.0,632.0,59.0,8,33
68mozG-N6Dg,shorts,5 sexy perfumes for women #shorts,2021-02-17T12:52:21Z,84071.0,1771.0,20.0,11,0
aNSeGSSviy8,recommendation,TOP 6 AFFORDABLE PERFUMES that don't break the 💸💰 | smell delicious on a budget,2021-02-15T20:16:15Z,5443.0,209.0,29.0,8,28
_WYnrR74gGQ,recommendation,Sassy & Savage | 10 VALENTINE'S DAY FRAGRANCES FOR WOMEN,2021-02-12T21:49:26Z,3170.0,209.0,48.0,14,32
hDIdWNPaXyE,review,🌹NEW Delina La Rosée vs Delina Parfums de Marly | First Impressions,2021-02-11T16:00:11Z,6925.0,152.0,15.0,7,9
Vul4OCOK7-k,recommendation,Top 10 Designer Perfumes For Women | unique fragrances,2021-02-09T17:15:00Z,4196.0,161.0,22.0,14,40
q5h7ZPBuLo4,fashion,Are Gucci Trainers WORTH IT? | review after 4 years,2021-02-02T17:15:03Z,1262.0,33.0,8.0,10,12
N4RL0A5znnw,recommendation,My Full PERFUME COLLECTION | Part 2 | unique fragrances,2021-01-30T14:46:46Z,2515.0,116.0,28.0,11,48
R7w9ZxZeKqE,recommendation,My Full PERFUME COLLECTION | Part 1 | luxury & designer fragrances,2021-01-26T17:15:00Z,4344.0,195.0,36.0,12,39
nokJqRnq4U0,informative,How To Start A Perfume Collection in 2021| From Scratch,2021-01-19T17:15:01Z,7016.0,209.0,20.0,8,10
6lz0JqY3_70,informative,How To Apply Perfume | make your fragrance last long,2021-01-14T17:15:01Z,2169.0,96.0,12.0,5,59
zYdXuvLGjXk,recommendation,9 Best Intoxicating Perfumes,2021-01-12T17:15:02Z,6295.0,211.0,17.0,13,3
9quErt2CR0w,recommendation,My nr1 Perfume ATM,2021-01-05T17:00:04Z,1310.0,57.0,9.0,4,40
Texx5FOrqMM,recommendation,TOP 5 NON-BASIC Perfumes | you can wear all day long,2020-12-29T17:15:04Z,2441.0,105.0,16.0,9,3
t9OF1xy5GLA,recommendation,What I'm Wearing For Christmas This Unusual Year,2020-12-24T14:25:38Z,755.0,51.0,15.0,1,17
50wGYAauog4,recommendation,"10/10 Everyday Perfumes | work, school perfumes",2020-12-22T17:15:01Z,23848.0,549.0,30.0,15,33
s77d_kujrjc,recommendation,TOP Men Killer Perfumes For Women | men love these fragrances,2020-12-15T17:15:02Z,19320.0,441.0,30.0,11,42
Yj6ci-mp6g8,recommendation,Top 10 LUXURY perfumes for her | unique and sexy,2020-12-08T17:00:29Z,4829.0,145.0,17.0,12,33
2iEYcD_Do6I,recommendation,Popular Perfumes I HATE.... and why,2020-12-01T18:00:02Z,7614.0,268.0,66.0,10,52
1osJbCOiX4A,recommendation,5 Celebrity Perfumes That Actually Smell Good,2020-11-24T17:00:01Z,3840.0,153.0,20.0,9,4
RQvYkh1bTFQ,recommendation,6 Most Complimented Perfumes 2020,2020-11-16T18:30:01Z,13863.0,374.0,33.0,11,23
PHDjbMOumL0,fun,Sort Out My Fragrance Collection With Me | VLOG,2020-10-28T17:45:02Z,1987.0,74.0,8.0,9,14
