video_id,category,title,publishedAt,viewCount,likeCount,commentCount,duration
HzrKVcDOjMk,fun,"Crazy perfume lady, yep that's me",2023-02-06T11:14:28Z,10547,365,19,PT0M5S
larfaS4StpQ,recommendation,TOP 14 DESIGNER PERFUMES | BEST OF ALL TIME,2023-02-04T13:00:34Z,93423,2182,118,PT16M8S
SYKbh3zZoqg,fun,"WEEKLY VLOG Manchester, New Perfume, Luxury Shopping,  🥟 Trying Dim Sum for the first time",2023-02-02T12:30:26Z,4727,181,16,PT23M38S
BFa1O_RFkJo,fun,LUXURY WISH LIST 2023 | timeless pieces,2023-01-30T12:47:36Z,2389,105,9,PT9M39S
Efnnwf4C6v8,recommendation,I WORE OVER 100 PERFUMES LAST YEAR BUT THESE 8 GAVE ME THE MOST COMPLIMENTS,2023-01-28T13:00:07Z,10650,485,22,PT11M8S
ZErrb5TxLXI,fun,"VLOG | BEST ANTI-AGING ADVICE I'VE BEEN GIVEN,  5 NEW PERFUMES, ANTIQUE SHOPPING | Monika Cioch",2023-01-26T13:14:48Z,7517,254,23,PT23M13S
hpr5dgcstao,recommendation,ALL OF MY SIGNATURE PERFUMES I'VE EVER WORN | 14 PERFUME ERAS,2023-01-23T12:44:51Z,14758,551,61,PT16M59S
CINH4_HXUUE,informative,INITIO PARFUMS Buying Guide | THE BEST PERFUMES TO GET FROM THE LINE,2023-01-20T14:18:57Z,52352,1109,75,PT15M32S
z6lxIxKLmnI,fun,VLOG | MOST WORN/LEAST WORN PERFUMES | PLANS & GOALS FOR 2023 + CHITCHAT | Monika Cioch,2023-01-18T15:52:11Z,7545,289,45,PT33M40S
2iMFXIGfTrk,recommendation,10 PRETTY FLORAL PERFUMES I can wholeheartedly recommend from my 600+ perfume collection,2023-01-15T12:30:02Z,6938,305,16,PT12M26S
G_ByeDUa01k,recommendation,11 PERFUMES THAT WILL MAKE YOU FEEL HAPPY (even if you're stuck at a job you hate ☺️),2023-01-12T13:00:10Z,11277,477,28,PT13M53S
fGUuioKfx9M,recommendation,MY 10 MOST WORN PERFUMES THIS WINTER (so far),2023-01-07T12:45:00Z,10904,365,20,PT12M1S
subGTXI--FM,recommendation,I Have Expensive Taste But These 9 Affordable Perfumes Actually Smell So Luxurious,2023-01-03T14:02:03Z,36298,858,35,PT11M16S
Rv-8nxApOfc,recommendation,THE ULTIMATE PERFUME LIST | 10 OVERALL BEST PERFUMES FOR WOMEN,2022-12-30T14:05:41Z,35879,830,35,PT14M0S
fIEjDNsX9ks,recommendation,10 PERFUMES I'D REPURCHASE IN A HEARTBEAT IF I EVER RUN OUT,2022-12-27T16:03:37Z,16318,514,23,PT14M5S
x4CsA1TYAUE,review,MY HUSBAND RATES 10 BEST SELLING PERFUMES OF 2022,2022-12-20T13:00:52Z,80827,1895,152,PT13M50S
svqmbvEsLRk,fashion,"MY MINIMALISTIC LUXURY HANDBAG COLLECTION | Chanel, Hermes, Longchamp",2022-12-18T13:00:24Z,14862,414,27,PT11M34S
xCvt1VNToCA,recommendation,7 OUTRAGEOUSLY GOOD PERFUMES I have to share with you from my 600+ collection,2022-12-16T12:31:13Z,9241,344,21,PT11M1S
yR3FbZI4-cQ,recommendation,MY TOP 5 PERFUME DISCOVERIES OF 2022,2022-12-14T12:59:27Z,10061,378,10,PT7M9S
hxwYlXFzGJQ,fun,HERMES HAUL | PERFUME + DOG ACCESSORIES & SHOES,2022-12-13T12:30:15Z,1467,60,2,PT6M29S
43KvoY0qU2E,recommendation,I'm A Perfume Addict & THERE ARE 10 PERFUMES YOU NEED TO HEAR ABOUT,2022-12-11T12:30:02Z,18391,527,47,PT15M10S
BL-F6EHnDws,fashion,UNBOXING MY FIRST HERMES BIRKIN + STORYTIME,2022-12-09T13:03:38Z,17055,444,65,PT15M28S
fmzM0-1cbnE,recommendation,TOP 8 NICHE WINTER PERFUMES that won't smell like everyone else's perfume,2022-12-07T15:17:51Z,11332,450,18,PT13M2S
oSVZO-LmSzM,fashion,GETTING MY FIRST BIRKIN VLOG 🍊 | come to the Hermès store with me,2022-12-05T13:28:19Z,13432,239,39,PT11M56S
p0De58adB5I,recommendation,14 SHOW-STOPPING PERFUMES FOR VARIOUS BUDGETS | you'll smell amazing,2022-12-03T13:15:30Z,28798,799,41,PT17M32S
UcUUAZn4Xq0,fun,"DECORATE CHRISTMAS TREE WITH ME & HUGE FASHION HAUL FROM BLACK FRIDAY SALES | MAGDA BUTRYM, TOTEME",2022-12-01T14:07:44Z,2381,110,25,PT27M50S
P3LwShkkntE,recommendation,9 PARTY SEASON PERFUME STAPLES that will give a stunning finishing touch to your look,2022-11-28T13:27:44Z,6751,297,20,PT15M26S
g3eOqbzavFE,recommendation,11 FIRST DATE PERFUMES THAT DON'T FEEL TRY-HARD,2022-11-26T12:51:02Z,13850,487,35,PT14M3S
Uck-YQHLAC8,fun,"LUXURY CANDLES, ARE THEY WORTH THE HYPE? Candle Guide",2022-11-24T13:37:53Z,18292,491,53,PT23M54S
M_xgcEkGa5w,fashion,"CHANEL CLASSIC FLAP REVIEW AFTER 1 YEAR | wear & tear, how to store, regrets",2022-11-22T13:03:39Z,16797,220,22,PT17M51S
dp_VfVfJMII,recommendation,I'M A PERFUME COLLECTOR AND THESE ARE THE 13 FRAGRANCES I'LL BE WEARING THIS WINTER,2022-11-18T13:38:25Z,18957,568,25,PT20M47S
Jd_8Zxo2ilM,recommendation,The Only 6 Perfumes Every Woman Needs In Her Collection ( these will cover you for every situation ),2022-11-16T13:00:12Z,110403,1877,69,PT8M30S
Bnpq-bgyV0I,recommendation,Perfumes I Smelled Once & Had To Get Them Straightaway | love at first sample,2022-11-12T12:00:07Z,30333,768,53,PT15M5S
YAx5tkZz6bI,fun,FEW DAYS IN FLORENCE and NEW FALL WARDROBE HAUL,2022-11-09T12:03:33Z,2305,109,11,PT22M46S
_XQUADkOHO0,fashion,"MY EVERYDAY JEWELLERY COLLECTION | Cartier, Mejuri, Vintage",2022-11-04T11:30:10Z,21004,317,20,PT17M11S
Z97qSEWp4uo,recommendation,6 NEW ADDITIONS TO MY 600+ PERFUME COLLECTION ( these are the 6 that blew me away ),2022-11-01T12:49:22Z,5439,198,6,PT10M33S
bFbBXESVbUo,recommendation,I HAVE OVER 600 PERFUMES BUT THESE ARE THE 12 I ACTUALLY WEAR,2022-10-29T14:52:38Z,113151,2667,169,PT13M41S
hGCyYyMJKyk,informative,LE LABO FRAGRANCE LINE | Buying Guide,2022-10-27T12:50:28Z,58727,847,56,PT10M46S
EYBGLNZWzA4,recommendation,THE ONLY 6 PERFUMES YOU NEED THIS FALL,2022-10-24T13:23:21Z,6440,264,8,PT8M47S
IULUtIUcYn8,fun,VLOG: FRENCH RIVIERA TRIP + SHOPPING + MOST AMAZING TRUFFLE PASTA + NEW PERFUME LAUNCHES,2022-10-22T13:49:22Z,1748,80,17,PT15M21S
KnoPzTqLn64,recommendation,I'm Shocked That These Perfumes Smell So Good  | I fell in love with these,2022-10-16T11:00:12Z,7628,242,11,PT11M57S
c1niV8P-twM,recommendation,My Husband's 5 Favourite Perfumes ATM + 3 Best Beauty Products Ever,2022-10-15T12:00:19Z,13169,393,30,PT10M51S
UnDROM6n-UA,recommendation,6 Perfumes I'll Never Stop Recommending (they are just that good),2022-10-01T11:00:17Z,11491,377,14,PT9M4S
bjpoEDRPhcM,recommendation,TOP 7 UNIQUE EVERYDAY PERFUMES FOR WOMEN that you'll never get tired of,2022-09-28T13:00:03Z,16749,472,24,PT12M12S
TstHB8D1_f4,recommendation,9 Incredibly Comforting & Relaxing Perfumes That Will Make You Feel Zen,2022-09-24T12:16:27Z,8963,336,13,PT11M59S
xkycx0v_jE0,recommendation,"THESE 8 PERFUMES LAYER LIKE A DREAM, I have to tell you about these 🙌",2022-09-20T14:44:49Z,4799,198,19,PT8M1S
6N0MAH7QLt4,recommendation,8 Gorgeous Perfumes That Will Make You STAND OUT,2022-09-11T11:30:04Z,7751,313,16,PT8M34S
xW0H89-JLP8,review,PRADA PARADOXE Perfume Review,2022-09-09T13:09:11Z,29844,490,50,PT3M38S
A4LecCzYEQ4,fashion,CHYPRE SANDALS HERMES REVIEW (After 6 Months),2022-09-04T10:00:09Z,2002,38,3,PT9M37S
_djazZ_8QuU,review,SANTAL 33 Le Labo | Review,2022-09-01T14:05:48Z,51219,576,72,PT6M53S
WOQNfqBsBO4,recommendation,7 PERFUMES THAT WILL *NEVER* GO OUT OF STYLE ( investment pieces),2022-08-27T11:30:16Z,5158,183,13,PT10M8S
_r6WL8WHwhU,recommendation,7 MUST HAVE FALL NICHE PERFUMES,2022-08-20T11:45:03Z,7456,302,12,PT9M55S
zMP8XYb9Mzk,recommendation,THE ONLY 5 PERFUMES YOU NEED,2022-08-13T11:15:03Z,13252,437,21,PT8M1S
zSqLksr_nKA,recommendation,"8 Perfumes That Make Me Excited For FALL | Warm, cozy perfumes",2022-08-08T11:00:38Z,6712,304,17,PT13M12S
pHzlMXLDvWQ,informative,YSL LIBRE EDT vs EDP vs INTENSE | WATCH BEFORE YOU BUY,2022-08-06T11:00:26Z,64954,923,69,PT8M1S
OOvHMgRZQA0,recommendation,THE BEST 14 ZARA PERFUMES full stop,2022-08-01T17:08:53Z,58714,1079,53,PT18M36S
SeecDy3MjpQ,recommendation,8 Most ICONIC PERFUMES Of All Time & their stories,2022-07-29T12:55:37Z,5229,228,28,PT13M23S
FjZYsNHmQZ0,recommendation,7 Criminally Underrated Perfumes That are 5 ⭐,2022-07-23T11:32:11Z,4232,198,17,PT9M54S
IYktvxxBaMo,recommendation,6 MOST UNIQUE Summer 🌞 Perfumes,2022-07-16T13:40:27Z,5911,209,15,PT10M49S
8PXhVHuhrBI,recommendation,Top 10 MOST COMPLIMENTED PERFUMES According To TIKTOK,2022-07-12T12:47:56Z,20791,534,27,PT8M53S
ceZxP_Ae8H8,recommendation,BYREDO Fragrances That Are Worth Your Money *Ranked By Me,2022-07-05T14:44:11Z,52396,885,70,PT12M15S
paNioCLG-Dc,recommendation,7 PERFUMES that MEN GO CRAZY FOR,2022-07-03T12:00:24Z,119867,2180,100,PT8M1S
0dKXgRk9lPE,informative,BDK Gris Charnel Extrait De Parfum VS Eau De Parfum | Watch Before You Buy,2022-07-01T11:40:30Z,30577,686,48,PT9M30S
Xhcj8zMMhpg,review,man reacts to 20 MEN KILLER PERFUMES in 2 minutes!,2022-06-28T12:50:08Z,219506,4232,115,PT2M24S
3-KxmPfr-zQ,recommendation,MOST WORN PERFUMES this year so far (these are the best),2022-06-22T10:48:41Z,3949,186,8,PT12M54S
-hO-3vpH6bc,informative,ESCENTRIC MOLECULES Fragrance Line | BUYING GUIDE,2022-06-20T12:30:26Z,37596,1016,38,PT10M53S
wdwqESYcFLY,review,Versace Dylan Blue For Her Review | Is it worth it in 2022?,2022-06-17T14:19:28Z,21939,316,22,PT7M39S
b73qGHE9yFc,review,SOLEIL BLANC EAU DE PARFUM Tom Ford | is it worth the hype?,2022-06-14T12:32:54Z,40704,550,56,PT8M36S
bDz8q45FDaw,fun,STORYTIME | How And Why I Ended Up With 2 Chanel White Classic Flap Bags,2022-06-04T12:00:19Z,8890,87,17,PT13M38S
a6ONB2YUTg0,recommendation,The Best Dior Fragrances For Women,2022-06-02T12:49:33Z,29818,504,31,PT12M45S
9UEU2yb76lY,review,"My Husband BLIND GUESSES PERFUME Prices | ARMANI, ZARA, ZADIG & VOLTAIRE",2022-05-30T13:23:10Z,7692,277,25,PT13M28S
3cK61aHr3fo,recommendation,7 Things I Wish I Bought Much Sooner *buy them now,2022-05-28T11:15:00Z,3573,157,23,PT13M41S
6vVVPYh_b_Y,recommendation,CONFIDENCE Boosting PERFUMES For Women *project confidence with these,2022-05-25T13:29:19Z,4320,199,24,PT12M28S
bIVu3-M8wKE,informative,BDK Parfums | Fragrance Buing Guide,2022-05-19T11:30:13Z,37810,982,68,PT19M8S
aqiIiatn5mA,recommendation,8 Fragrances I'll Be Wearing This Week | FRAGRANCE DIARIES,2022-05-16T13:30:02Z,1966,124,10,PT11M53S
Fg_pPQ5YHmo,review,Oud Satin Mood Eau De Parfum vs Extrait  MFK fragrance review,2022-05-14T11:30:06Z,50130,766,121,PT10M57S
3mKRgXva6Ts,fun,"VLOG | go to an event with me, fragrance haul, shopping for a new Balenciaga bag",2022-05-12T12:30:00Z,1739,85,15,PT17M15S
ZAyvwpg-6ig,recommendation,7 Perfect EVERYDAY Fragrances For Women | super versatile,2022-05-09T11:30:07Z,6093,230,16,PT11M51S
zDY71UFrItA,recommendation,6 Fragrances Social Media Made Me Buy | ANY REGRETS?,2022-05-07T11:00:29Z,2499,149,22,PT6M17S
MHG2kqXbPtI,review,MON GUERLAIN Eau De Parfum Review,2022-05-05T13:12:46Z,12873,270,13,PT8M3S
gidZRJFlxjU,fashion,Hermes Unboxing 🍊| new shoes,2022-05-03T13:19:03Z,1922,47,9,PT9M8S
F_Vad2NyXr4,review,"My HUSBAND Rates My Favourite Perfumes | Creed, MFK, Mugler, Atelier Materi",2022-05-01T11:15:01Z,6010,263,20,PT16M47S
hFzeIr3Y_2Q,fashion,CHANEL UNBOXING | can't believe I found it!,2022-04-29T13:06:51Z,2748,69,18,PT6M20S
ynXecQ533Co,recommendation,11 FRESH & CLEAN Perfumes For Women,2022-04-27T12:15:05Z,5265,205,13,PT14M38S
3_48WIRKRxE,fashion,DO I REGRET GETTING A CHANEL LAMBSKIN CLASSIC FLAP BAG?,2022-04-25T13:14:22Z,27309,294,36,PT9M23S
-aheAExGfC0,recommendation,my 9 MOST COMPLIMENTED Perfumes of ALL TIME,2022-04-23T10:45:00Z,18144,480,19,PT18M48S
_fR_sUck5Yw,recommendation,8 SMELL RICH & UNBOTHERED Perfumes For Women,2022-04-21T11:23:47Z,10900,329,13,PT16M41S
ytUmHJbp3DU,recommendation,KEEP ONLY 5 PERFUMES FOR LIFE,2022-04-19T12:17:15Z,8659,277,26,PT10M11S
RRdXkmCiDDo,recommendation,6 Affordable SIGNATURE WORTHY Perfumes,2022-04-16T12:45:01Z,3212,156,22,PT9M38S
YfhXFLnX2-s,recommendation,8 Fragrances For Men That I Wear Myself Anyway | THESE ARE SOOO GOOD,2022-04-14T14:10:26Z,1632,95,13,PT12M35S
5GSOUR19Ggk,recommendation,Top Spring Fragrances For Women 2022,2022-04-11T16:22:30Z,5714,241,11,PT15M9S
idqKr152NFc,recommendation,Celebrity Perfumes That Are Actually Good!,2022-04-09T13:07:53Z,2894,121,14,PT9M2S
BAFzIx7oOME,recommendation,My Cute Miniature Fragrance Collection | Niche and Designer,2022-04-02T12:30:04Z,7047,171,9,PT14M31S
wWl12iZU9F0,recommendation,other than DELINA | BEST OF Parfums de Marly fragrances,2022-03-31T14:53:03Z,5219,160,13,PT9M9S
LyPG_9cGtic,recommendation,worth the hype? GYPSY WATER BYREDO + alternative fragrances,2022-03-29T13:29:38Z,46500,560,79,PT9M10S
yXG1CRXSqgc,recommendation,9 absolutely STUNNING PERFUMES | pretty florals,2022-03-27T12:00:22Z,8529,314,25,PT16M40S
y_woaAocH6g,review,YSL Black Opium Illicit Green Review,2022-03-24T12:30:17Z,5942,140,9,PT4M41S
ZkksrgLFl-Q,review,"MY HUSBAND RATES SEXIEST WOMEN'S PERFUMES | hypnotic poison, la vie est belle, mon Guerlain",2022-03-22T12:20:28Z,15052,346,24,PT14M12S
FjC58eF8i4Q,fashion,HERMÈS CHYPRE SANDALS unboxing & sizing tips 🍊,2022-03-17T14:37:58Z,9708,81,9,PT7M10S
nRIPVfcYiFU,informative,REPLICA Maison Margiela Fragrance Line | BUYING GUIDE,2022-03-15T15:00:21Z,119948,2226,112,PT15M23S
w9xfiUtQdo4,fun,Declutter My Fragrance Collection With Me | getting rid of 40+ fragrances,2022-03-12T12:30:30Z,6650,238,17,PT19M42S
nTslPG4WV3c,recommendation,Don't Buy These Popular Fragrances For Women ❌ Buy Those Instead,2022-03-08T15:47:50Z,3796,180,14,PT11M0S
dEYW5GRv-ns,recommendation,Top 10 Niche Fragrances For Women,2022-03-05T13:04:25Z,37980,877,41,PT13M18S
qsLy1ZU-rvg,informative,9 BEST CHANEL PERFUMES OF ALL TIME | buying guide,2022-03-01T14:34:21Z,81738,1804,90,PT15M38S
DAY36nv6pjU,fashion,"FASHION SPRING HAUL from NET-A-PORTER | Toteme, Manolo Blahnik",2022-02-26T13:06:57Z,4500,93,11,PT12M8S
q2-fDbcRhtk,recommendation,"February BEAUTY Favourites | Gisou, Byredo, Armani",2022-02-24T13:46:56Z,1396,82,8,PT10M59S
huqPvue1_Ro,recommendation,9 MUST HAVE NICHE PERFUMES For Spring/Summer,2022-02-23T12:46:38Z,19037,465,48,PT11M53S
A-X96OfP-M0,review,I NEED TO STOP... MASSIVE LUXURY FRAGRANCE HAUL,2022-02-18T13:27:33Z,3733,155,18,PT22M21S
Vq1WzTy_n9k,recommendation,10/10 Perfumes For Women | best perfumes in my collection,2022-02-15T15:00:31Z,8289,286,22,PT13M48S
T9ENySlRCZ0,recommendation,My Luxury Wish List 2022,2022-02-13T12:00:11Z,1577,74,16,PT10M37S
_5Je_F2Qg3M,recommendation,Top 10 VALENTINE'S DAY Perfumes | smell delicious and unique,2022-02-10T12:26:08Z,10982,281,24,PT12M13S
PBkGNsGlx44,recommendation,"Keep ONLY 1 Fragrance For Life From EACH DESIGNER House | CHANEL, ARMANI, GUERLAIN, DIOR",2022-02-07T12:38:27Z,2686,147,16,PT7M15S
GxOFzaQASdM,fun,What's In My Bag 2022 | everyday essentials,2022-02-05T12:30:10Z,12120,252,10,PT9M10S
oWT_p2H47FI,review,"FIRST FRAGRANCE HAUL 2022 | NISHANE, MEMOIZE LONDON, PERRIS MONTECARLO samples",2022-02-03T13:15:00Z,6073,144,23,PT13M34S
AMTbQFUvUjc,recommendation,6 Fragrances I'm Obsessed With ATM | I am wearing these all the time,2022-02-01T16:45:00Z,2337,107,10,PT10M37S
hqe3Jd8kL0o,fashion,"How To Get A Chanel Classic Flap in 2022 | tricks and tips, new quota bag system",2022-01-29T11:00:34Z,25901,290,51,PT13M22S
vNC3Jey9OO4,fashion,5 absolute BEST MUGLER Perfumes...other than ALIEN,2022-01-27T18:05:03Z,5520,133,19,PT8M45S
LpNvkbv1Wu4,fashion,10 Sexiest Perfumes For Women | fragrances that make me feel confident & sexy,2022-01-22T14:00:17Z,6834,241,15,PT14M18S
e1W9G47HcRk,fashion,BEST MAKEUP PRODUCTS | Minimalist Basics,2022-01-17T14:55:21Z,1749,99,16,PT20M10S
OjMyfzXfTAs,recommendation,my luxury perfume WISHLIST 2022,2022-01-10T14:01:59Z,1665,88,20,PT13M28S
WSwI226jVKM,review,Gucci Bloom Perfume Review,2022-01-06T15:43:25Z,15865,208,18,PT6M50S
6Uh5UhPoBmY,review,VERSACE CRYSTAL NOIR perfume review,2021-12-21T16:11:25Z,57757,768,67,PT6M15S
EEQ1pNdRDMs,fashion,my first Chanel bag | UNBOXING & SHOPPING IN HARRODS,2021-12-18T14:03:44Z,18822,311,30,PT16M53S
SMVEgtMgc7o,recommendation,Top SEXIEST popular perfumes rated by A MAN | are these any good?,2021-12-17T19:04:35Z,32944,802,41,PT15M41S
xkFFknqnxsw,recommendation,Best And Worst Purchases Of 2021,2021-12-15T12:30:24Z,889,45,6,PT14M57S
kRwC3NCtiPQ,review,Chanel Coco Noir Eau De Parfum Review,2021-12-10T12:30:09Z,2871,111,9,PT10M22S
odQPkRDbWAI,recommendation,6 Man Killer Perfumes,2021-12-09T12:15:04Z,4897,191,13,PT14M18S
pg6DNsZ6lAM,recommendation,fragrances I packed on a 3 day trip.... *obsessed with these*,2021-12-08T12:00:26Z,958,49,8,PT5M35S
2tZJBuLxS50,fun,MY APARTMENT TOUR HELSINKI Finland,2021-11-30T18:48:09Z,14900,333,38,PT11M13S
PD2vgOX5Il0,recommendation,perfumes to keep you cozy this winter,2021-11-26T17:15:54Z,1755,93,10,PT15M47S
HzexE5Aof9U,recommendation,BEST DUPES FOR BACCARAT ROUGE 540 FRAGRANCE | similar perfumes you might love,2021-11-15T16:00:05Z,7094,137,17,PT16M0S
DUtl71oT0MI,review,Chanel Coco Mademoiselle Eau De Parfum Intense Review,2021-11-12T15:30:01Z,84096,5553,91,PT5M26S
bvc58-XM0-o,fun,'Panthère de Cartier' Watch Review | pros & cons | new vs secondhand,2021-11-10T15:49:42Z,79762,868,69,PT16M39S
OUtLyQ2DH_A,recommendation,Top 5 LONG-LASTING 🍂  Fall Perfumes For Women,2021-11-08T16:00:41Z,2474,122,13,PT11M5S
506CJwgJ02c,recommendation,5 SEXY PERFUMES for women **RATED BY MEN**,2021-11-04T18:52:56Z,108382,1751,95,PT11M30S
m0T9MWQrit4,review,ORIANA Parfum De Marly Review **watch before you buy**,2021-10-29T14:15:05Z,7580,197,15,PT6M22S
_P-gDQ5xAQI,recommendation,ONLY 3 FRAGRANCES FOR LIFE,2021-10-28T15:33:14Z,2301,99,8,PT5M15S
uGspA5HkK3M,review,"BIG FRAGRANCE HAUL 🛍 Dior, Initio, Guerlain, YSL",2021-10-22T16:51:13Z,1237,89,6,PT9M54S
7RWDRRjTsYU,fun,"COSY AUTUMN DAY IN THE LIFE 🍁 | pumpkin picking, decorating the house for fall",2021-10-19T15:45:01Z,1030,48,12,PT11M59S
lWj9WoUFu9A,recommendation,TOP 10 Fragrances For Women,2021-10-14T13:25:21Z,2091,132,12,PT17M7S
4z67y3EY92M,fun,that was a complete fail...,2021-10-12T14:43:49Z,925,52,11,PT12M39S
IwgGU5NWDUc,fun,12 TRAVEL ✈️ Fragrances We Took To Norway | FOR MEN AND WOMEN,2021-10-08T15:07:40Z,3177,123,13,PT11M19S
6BdWcCzyDS8,fun,DAILY VLOG 🇳🇴 shopping Scandinavian fashion // car accident // future plans,2021-09-24T15:51:27Z,3416,105,17,PT16M13S
21yQxyTCH2k,recommendation,TOP 7 TOOTHACHE INDUCING Seductive Perfumes,2021-03-02T17:16:01Z,2807,109,13,PT12M13S
YHAZB6MUjSs,recommendation,6 NEW Roja Parfums ESSENCE DE PARFUM Fragrances For Women,2021-02-23T18:13:38Z,11193,301,37,PT15M14S
5nFZhOXHgdY,recommendation,other than Baccarat Rouge 540 | BEST OF Maison Francis Kurkdjian fragrances,2021-02-17T19:15:01Z,40355,632,59,PT8M33S
68mozG-N6Dg,shorts,5 sexy perfumes for women #shorts,2021-02-17T12:52:21Z,84071,1771,20,PT11S0M
aNSeGSSviy8,recommendation,TOP 6 AFFORDABLE PERFUMES that don't break the 💸💰 | smell delicious on a budget,2021-02-15T20:16:15Z,5443,209,29,PT8M28S
_WYnrR74gGQ,recommendation,Sassy & Savage | 10 VALENTINE'S DAY FRAGRANCES FOR WOMEN,2021-02-12T21:49:26Z,3170,209,48,PT14M32S
hDIdWNPaXyE,review,🌹NEW Delina La Rosée vs Delina Parfums de Marly | First Impressions,2021-02-11T16:00:11Z,6925,152,15,PT7M9S
Vul4OCOK7-k,recommendation,Top 10 Designer Perfumes For Women | unique fragrances,2021-02-09T17:15:00Z,4196,161,22,PT14M40S
q5h7ZPBuLo4,fashion,Are Gucci Trainers WORTH IT? | review after 4 years,2021-02-02T17:15:03Z,1262,33,8,PT10M12S
N4RL0A5znnw,recommendation,My Full PERFUME COLLECTION | Part 2 | unique fragrances,2021-01-30T14:46:46Z,2515,116,28,PT11M48S
R7w9ZxZeKqE,recommendation,My Full PERFUME COLLECTION | Part 1 | luxury & designer fragrances,2021-01-26T17:15:00Z,4344,195,36,PT12M39S
nokJqRnq4U0,informative,How To Start A Perfume Collection in 2021| From Scratch,2021-01-19T17:15:01Z,7016,209,20,PT8M10S
6lz0JqY3_70,informative,How To Apply Perfume | make your fragrance last long,2021-01-14T17:15:01Z,2169,96,12,PT5M59S
zYdXuvLGjXk,recommendation,9 Best Intoxicating Perfumes,2021-01-12T17:15:02Z,6295,211,17,PT13M3S
9quErt2CR0w,recommendation,My nr1 Perfume ATM,2021-01-05T17:00:04Z,1310,57,9,PT4M40S
Texx5FOrqMM,recommendation,TOP 5 NON-BASIC Perfumes | you can wear all day long,2020-12-29T17:15:04Z,2441,105,16,PT9M3S
t9OF1xy5GLA,recommendation,What I'm Wearing For Christmas This Unusual Year,2020-12-24T14:25:38Z,755,51,15,PT1M17S
50wGYAauog4,recommendation,"10/10 Everyday Perfumes | work, school perfumes",2020-12-22T17:15:01Z,23848,549,30,PT15M33S
s77d_kujrjc,recommendation,TOP Men Killer Perfumes For Women | men love these fragrances,2020-12-15T17:15:02Z,19320,441,30,PT11M42S
Yj6ci-mp6g8,recommendation,Top 10 LUXURY perfumes for her | unique and sexy,2020-12-08T17:00:29Z,4829,145,17,PT12M33S
2iEYcD_Do6I,recommendation,Popular Perfumes I HATE.... and why,2020-12-01T18:00:02Z,7614,268,66,PT10M52S
1osJbCOiX4A,recommendation,5 Celebrity Perfumes That Actually Smell Good,2020-11-24T17:00:01Z,3840,153,20,PT9M4S
RQvYkh1bTFQ,recommendation,6 Most Complimented Perfumes 2020,2020-11-16T18:30:01Z,13863,374,33,PT11M23S
PHDjbMOumL0,fun,Sort Out My Fragrance Collection With Me | VLOG,2020-10-28T17:45:02Z,1987,74,8,PT9M14S